user_id,phone_hash,created_at,age,gender,occupation,income_bracket,city,state,movement_entropy,transaction_entropy,social_entropy,temporal_entropy,credit_risk_score,default_probability,cascade_risk_score,ghost_defaulter_probability,default_status,risk_category,behavioral_fingerprint,composite_stability_score
USR00095,6814e7c73c3ebab22b9787475d8d052665efa3f27287b95e344172a37210e816,2024-07-24 13:46:18,26,F,"Therapist, sports",low,Bangalore,गोवा,0.6195929509188357,0.5312463506058305,0.5129688574628712,0.4316095833741072,639,0.1395,0.15425123308503805,0.08461461657884878,active,medium,"{'movement_signature': [0.1841, 0.8395, 0.1455, 0.0295, 0.3187, 0.9729, 0.9612, 0.3033, 0.7456, 0.8217], 'transaction_signature': [0.6368, 0.7383, 0.152, 0.1879, 0.1315, 0.0262, 0.986, 0.6169, 0.6056, 0.6124], 'temporal_signature': [0.5964, 0.2309, 0.0261, 0.0795, 0.7798, 0.1341, 0.8461], 'social_signature': [0.4688, 0.6496, 0.184, 0.3875, 0.4738]}",0.534
USR00096,dacd4a82a50e07bbd0199b21b8094daacc4a5a53a426e8687fcc33755e1af4cc,2024-08-12 14:30:06,18,F,"Administrator, sports",medium,Chennai,मध्य प्रदेश,0.5793616562384704,0.44451084247584144,0.5342678174201301,0.4405667152371654,628,0.0542,0.2636496845849533,0.03479094825531875,active,medium,"{'movement_signature': [0.4393, 0.6171, 0.6879, 0.8668, 0.8876, 0.4276, 0.7762, 0.6079, 0.8243, 0.7202], 'transaction_signature': [0.3942, 0.9391, 0.5719, 0.5362, 0.6414, 0.7041, 0.0385, 0.1093, 0.4569, 0.8778], 'temporal_signature': [0.8778, 0.2457, 0.5379, 0.9838, 0.0393, 0.3874, 0.7652], 'social_signature': [0.9626, 0.1899, 0.4396, 0.8844, 0.7737]}",0.502
USR00097,96a2eddc809abef3812022a4125f2715cbb2b25eb71431ef89acc322b935bc69,2025-01-06 00:20:08,21,O,"Clinical scientist, histocompatibility and immunogenetics",high,Ahmedabad,Andhra Pradesh,0.5339402837731677,0.5807351293299192,0.492715790614327,0.5292203015859396,621,0.1049,0.1723526461282181,0.08009209063532963,active,medium,"{'movement_signature': [0.5854, 0.8943, 0.5464, 0.3931, 0.3235, 0.0249, 0.4537, 0.8966, 0.8958, 0.8825], 'transaction_signature': [0.0902, 0.3241, 0.6486, 0.7115, 0.164, 0.7333, 0.0912, 0.7062, 0.6341, 0.0853], 'temporal_signature': [0.7073, 0.7269, 0.9752, 0.6121, 0.1599, 0.5503, 0.0439], 'social_signature': [0.1709, 0.3352, 0.8713, 0.8627, 0.1621]}",0.539
USR00098,ed23ea9b4f734685c5f14ecf8e58fbd9708701a4e112a560c6ed276dd02ddc9f,2025-07-14 09:23:02,37,O,Field seismologist,medium,Bangalore,Bihar,0.47587450737073017,0.45775610748894935,0.43613920527332123,0.5797083826833531,698,0.1426,0.8683471036127312,0.010494605803180077,active,medium,"{'movement_signature': [0.0122, 0.4976, 0.4986, 0.8075, 0.608, 0.4935, 0.2169, 0.6595, 0.4537, 0.4419], 'transaction_signature': [0.6012, 0.0066, 0.8822, 0.2781, 0.6286, 0.8201, 0.2076, 0.1848, 0.0551, 0.349], 'temporal_signature': [0.1454, 0.0324, 0.5781, 0.6033, 0.3311, 0.0877, 0.1089], 'social_signature': [0.9937, 0.1613, 0.2844, 0.6609, 0.6998]}",0.483
USR00099,9f505b220d48d83e1d65760eea6695e7de9d1816463570d060ad4c15eef7c164,2024-07-27 14:02:13,20,M,Network engineer,medium,Bangalore,असम,0.45805659427824574,0.4645643701681039,0.5795059552474906,0.564052948456506,558,0.2999,0.7067535902698269,0.12806334821183943,defaulted,medium-high,"{'movement_signature': [0.4708, 0.122, 0.8594, 0.3292, 0.4138, 0.2098, 0.2091, 0.0582, 0.5714, 0.9793], 'transaction_signature': [0.5289, 0.0877, 0.7241, 0.6048, 0.7882, 0.7068, 0.4271, 0.8478, 0.2597, 0.5751], 'temporal_signature': [0.6232, 0.9271, 0.6143, 0.4964, 0.7292, 0.4977, 0.808], 'social_signature': [0.8837, 0.2327, 0.2905, 0.1936, 0.1182]}",0.505
USR00100,67a36b944cb435438792d9ab815d17a4e594f4c6685f1e555bc524f01a564b20,2024-07-08 06:26:07,44,F,"Geologist, engineering",low,Delhi,हिमाचल प्रदेश,0.5898693053766518,0.4667584513867647,0.5120831009835654,0.5275007087176113,694,0.1602,0.10903781438242383,0.03816619945021263,active,medium,"{'movement_signature': [0.7902, 0.3078, 0.5067, 0.3239, 0.0061, 0.6858, 0.3414, 0.7244, 0.616, 0.0291], 'transaction_signature': [0.1756, 0.3305, 0.3379, 0.6725, 0.9162, 0.7973, 0.6457, 0.4815, 0.6272, 0.8921], 'temporal_signature': [0.537, 0.3351, 0.784, 0.414, 0.7426, 0.8351, 0.2993], 'social_signature': [0.725, 0.3155, 0.5359, 0.2083, 0.6855]}",0.525
USR00101,36c680b30b229a105bfb03b1682b7985bb05c4399181a63562b59a590ca5c684,2024-03-04 17:34:15,19,F,Learning disability nurse,medium,Pune,Meghalaya,0.4341380085961651,0.5253021695230502,0.5684811549871706,0.514196328231229,608,0.176,0.41165301911460694,0.0933268613841999,active,medium,"{'movement_signature': [0.7515, 0.7053, 0.3145, 0.0316, 0.4139, 0.4971, 0.2376, 0.4519, 0.9507, 0.2161], 'transaction_signature': [0.3023, 0.1122, 0.7849, 0.7778, 0.9134, 0.4438, 0.0249, 0.4827, 0.5001, 0.1902], 'temporal_signature': [0.9236, 0.7324, 0.5236, 0.7755, 0.1433, 0.8718, 0.8221], 'social_signature': [0.938, 0.6767, 0.1327, 0.7246, 0.4594]}",0.504
USR00102,f0969e1790a6d51417e54c0ccdfc3f7a0db2e34cb3144d51e1917af06ae4a925,2024-07-02 07:24:53,56,M,Clothing/textile technologist,medium,Delhi,अंडमान और निकोबार,0.1632089890995301,0.2933751804965524,0.20922795400485816,0.30411554242101335,721,0.0318,0.627187429342,0.05374731200298097,active,low,"{'movement_signature': [0.3121, 0.8921, 0.3209, 0.1925, 0.2766, 0.3191, 0.4411, 0.1177, 0.1493, 0.2736], 'transaction_signature': [0.0153, 0.6229, 0.5141, 0.2066, 0.3503, 0.3185, 0.1416, 0.7044, 0.2833, 0.2448], 'temporal_signature': [0.0712, 0.6133, 0.3387, 0.4436, 0.1301, 0.4707, 0.6755], 'social_signature': [0.1059, 0.0538, 0.4265, 0.179, 0.5961]}",0.24
USR00103,71fd07c16886748b1c8eec39d83d2edbb339db8b65fd9df8d8ccd2377dcfae36,2024-03-17 16:13:15,30,O,Planning and development surveyor,high,Ahmedabad,मेघालय,0.449699628690128,0.5618599646292403,0.4157091214860706,0.5845567982729419,578,0.2211,0.7115426270109139,0.08949050231614214,defaulted,medium-high,"{'movement_signature': [0.8024, 0.6986, 0.0973, 0.3104, 0.6444, 0.7665, 0.4705, 0.9474, 0.1437, 0.8957], 'transaction_signature': [0.2581, 0.3634, 0.1834, 0.9173, 0.3303, 0.8608, 0.3248, 0.4875, 0.0654, 0.1129], 'temporal_signature': [0.4787, 0.8458, 0.2823, 0.3486, 0.5747, 0.5079, 0.4057], 'social_signature': [0.7143, 0.107, 0.5561, 0.0709, 0.3021]}",0.504
USR00104,3050cf990799c0e7072f8935436b9a599826374d8533ec4c8d77b4069e13428c,2024-07-03 19:31:39,53,M,Public librarian,medium,Kolkata,मणिपुर,0.5362624516569623,0.47676329175540794,0.46814283163583004,0.5627831409783063,675,0.1037,0.5727761592337399,0.11980395672640748,active,medium,"{'movement_signature': [0.7873, 0.5445, 0.2362, 0.6626, 0.0779, 0.9309, 0.5742, 0.4866, 0.5922, 0.4629], 'transaction_signature': [0.5551, 0.822, 0.1762, 0.9559, 0.0696, 0.1087, 0.8141, 0.7713, 0.3789, 0.4943], 'temporal_signature': [0.6602, 0.0905, 0.817, 0.8873, 0.9033, 0.6361, 0.0002], 'social_signature': [0.1467, 0.1492, 0.5313, 0.39, 0.5779]}",0.51
USR00105,99a7556ad41492fe8dbbfd521e9f782a82621d962239aeaa29f4c8bea745746e,2025-03-22 19:17:18,61,F,Marketing executive,medium,Chennai,Haryana,0.43992060028823404,0.5435582443812196,0.5830235829118857,0.598057851328384,687,0.1641,0.5661815822608426,0.09560870586409441,active,medium,"{'movement_signature': [0.8476, 0.8525, 0.0624, 0.9011, 0.9679, 0.0008, 0.56, 0.9787, 0.1097, 0.2822], 'transaction_signature': [0.0312, 0.4317, 0.5902, 0.6252, 0.7118, 0.406, 0.4352, 0.2112, 0.1734, 0.1391], 'temporal_signature': [0.5554, 0.8433, 0.3603, 0.4172, 0.2885, 0.8727, 0.1255], 'social_signature': [0.0116, 0.6484, 0.144, 0.8849, 0.6579]}",0.531
USR00106,fc188b6acbe014cf868b177946031464a1303f4b4f83a182b7a4496f1e26b5e7,2023-10-23 17:30:46,47,O,Ambulance person,high,Delhi,उडीसा,0.4747566398832636,0.5860622024919155,0.5246496963199934,0.49087887184234696,617,0.1335,0.4392997476580741,0.12480999948834184,active,medium,"{'movement_signature': [0.2257, 0.4248, 0.0074, 0.4982, 0.7309, 0.7121, 0.2693, 0.9266, 0.5764, 0.0335], 'transaction_signature': [0.0379, 0.4833, 0.3686, 0.5803, 0.9617, 0.0801, 0.7302, 0.5264, 0.8594, 0.7506], 'temporal_signature': [0.2794, 0.5169, 0.5234, 0.6101, 0.2452, 0.6307, 0.6637], 'social_signature': [0.6687, 0.6841, 0.5392, 0.5796, 0.613]}",0.521
USR00107,f39456edcbb2db18a5bda151f27f8589ab294e53c1182da45f267707fbd32772,2025-07-03 15:17:29,50,F,Financial trader,high,Pune,जम्मू और कश्मीर,0.49066064310230634,0.5467629094891459,0.4842032214297571,0.5921162604954251,668,0.1512,0.7385785776055929,0.050489182050907175,defaulted,medium,"{'movement_signature': [0.9229, 0.7494, 0.727, 0.5637, 0.0614, 0.4732, 0.1691, 0.0516, 0.9904, 0.8089], 'transaction_signature': [0.6243, 0.2868, 0.0825, 0.5056, 0.8514, 0.2778, 0.1325, 0.281, 0.8579, 0.0142], 'temporal_signature': [0.1115, 0.1746, 0.5918, 0.1511, 0.4467, 0.8078, 0.2613], 'social_signature': [0.7008, 0.4849, 0.7994, 0.862, 0.3428]}",0.526
USR00108,19c06575d6314b22e1d06f70e9544afdd404ed79825ae38a97469dc9284de7e4,2025-06-01 04:26:33,49,F,Building services engineer,medium,Bangalore,त्रिपुरा,0.3962450895554145,0.44758948782185803,0.48803700167834624,0.5275149332989503,576,0.3368,0.26868539796923036,0.1128105555315064,active,medium-high,"{'movement_signature': [0.6423, 0.7555, 0.116, 0.1676, 0.3987, 0.3014, 0.7462, 0.7524, 0.5325, 0.3798], 'transaction_signature': [0.7056, 0.4746, 0.1451, 0.8703, 0.0119, 0.9272, 0.4488, 0.6785, 0.9618, 0.6829], 'temporal_signature': [0.041, 0.9177, 0.6374, 0.9562, 0.4318, 0.918, 0.8584], 'social_signature': [0.335, 0.2671, 0.0983, 0.6543, 0.3912]}",0.456
USR00109,90e10b27d157e58aa14978420016c0db7c8b784b3ca838962c16d93672cd93f6,2024-06-14 18:58:25,51,F,Energy manager,high,Chennai,सिक्किम,0.5811491858845779,0.538055665780924,0.4359833304781762,0.5095225110807686,693,0.1373,0.6382414877919922,0.12643652997548335,defaulted,medium,"{'movement_signature': [0.0977, 0.1039, 0.4459, 0.2194, 0.2833, 0.1931, 0.0237, 0.0919, 0.9385, 0.6566], 'transaction_signature': [0.8355, 0.9505, 0.6381, 0.7081, 0.12, 0.8564, 0.1299, 0.6564, 0.8999, 0.5661], 'temporal_signature': [0.9672, 0.896, 0.6957, 0.2533, 0.467, 0.9362, 0.6388], 'social_signature': [0.9227, 0.2764, 0.427, 0.9034, 0.7699]}",0.525
USR00110,0c6cd0e36e9c9355499839e4e8832c3a26614f4685188989cb439c83cf9ffa53,2024-12-04 07:49:01,21,F,"Programmer, systems",medium,Hyderabad,महाराष्ट्र,0.4331862444663926,0.46653094738119627,0.4120117295656183,0.5911211398434651,620,0.1515,0.3117318819637863,0.07168047658887346,active,medium,"{'movement_signature': [0.9286, 0.6103, 0.1784, 0.4921, 0.1439, 0.7687, 0.2184, 0.6433, 0.9126, 0.7154], 'transaction_signature': [0.1033, 0.0729, 0.5713, 0.2506, 0.4459, 0.8965, 0.1489, 0.6403, 0.9329, 0.6646], 'temporal_signature': [0.2664, 0.7001, 0.9046, 0.5746, 0.5154, 0.9399, 0.4907], 'social_signature': [0.4361, 0.844, 0.7809, 0.7854, 0.5401]}",0.471
USR00111,6bff5025a265561b68ec58d1e404a98c41b2f73a4064f47f6cd4457d3e05e8dd,2024-04-26 07:24:16,54,O,Ergonomist,medium,Kolkata,अंडमान और निकोबार,0.4946199024942599,0.4666879425672229,0.46056561529727996,0.4110389346365221,688,0.1563,0.897612637035989,0.10059041733066271,active,medium,"{'movement_signature': [0.8533, 0.3401, 0.8412, 0.7605, 0.29, 0.2031, 0.5545, 0.9675, 0.6607, 0.2989], 'transaction_signature': [0.3901, 0.1068, 0.6888, 0.4865, 0.8852, 0.438, 0.1895, 0.0357, 0.0254, 0.9964], 'temporal_signature': [0.2385, 0.3888, 0.7927, 0.6434, 0.4997, 0.965, 0.8118], 'social_signature': [0.9666, 0.0164, 0.3393, 0.3377, 0.721]}",0.463
USR00112,e558bb326c36d4f9fc5962f48668c48424db98d03217d5f4307537e305ffc7c3,2023-11-14 20:55:44,47,O,"Teacher, adult education",high,Delhi,दादरा और नगर हवेली,0.5501949254940144,0.4297907259181909,0.5158691424622918,0.5849631623507044,627,0.1549,0.12950213393843005,0.029822666111925675,active,medium,"{'movement_signature': [0.4712, 0.918, 0.0458, 0.7013, 0.1305, 0.1722, 0.05, 0.3073, 0.7937, 0.4562], 'transaction_signature': [0.1707, 0.591, 0.8178, 0.1063, 0.4971, 0.7992, 0.2206, 0.8045, 0.4262, 0.8115], 'temporal_signature': [0.9822, 0.6784, 0.3242, 0.9759, 0.576, 0.1373, 0.8364], 'social_signature': [0.7931, 0.7642, 0.5931, 0.3355, 0.1207]}",0.514
USR00113,e3380cf5b22ba72cfffe47956d7d1bc96a5ce6d55d4a7a64a2cce8c238283799,2024-06-19 15:09:22,46,M,Immunologist,high,Kolkata,Haryana,0.5160223189704257,0.40813977887238695,0.4199935701356117,0.5694733420494118,621,0.1405,0.5899532042511167,0.11887262927059465,defaulted,medium,"{'movement_signature': [0.487, 0.0063, 0.1794, 0.0891, 0.6518, 0.8869, 0.4162, 0.8074, 0.7726, 0.6924], 'transaction_signature': [0.2062, 0.6398, 0.5231, 0.412, 0.9381, 0.6105, 0.0376, 0.18, 0.4999, 0.9503], 'temporal_signature': [0.6272, 0.7826, 0.3479, 0.0046, 0.2356, 0.1175, 0.5302], 'social_signature': [0.0957, 0.3619, 0.7611, 0.5397, 0.2193]}",0.475
USR00114,9be66d5fc2f6cea5333c869f9bde526620a2aa463440d7758054d48461d08730,2024-10-21 12:56:47,27,O,Barista,medium,Chennai,पंजाब,0.38380373670893825,0.49950296756077384,0.4319519187065104,0.5845346078919107,535,0.1606,0.14322209146535894,0.06098702967099124,active,medium-high,"{'movement_signature': [0.2514, 0.6168, 0.8901, 0.4531, 0.1044, 0.0525, 0.5374, 0.158, 0.0291, 0.5149], 'transaction_signature': [0.0709, 0.2353, 0.4448, 0.5798, 0.4191, 0.7471, 0.8984, 0.2301, 0.1101, 0.2278], 'temporal_signature': [0.2371, 0.4126, 0.2, 0.8914, 0.0735, 0.5851, 0.0543], 'social_signature': [0.4359, 0.2162, 0.6094, 0.1781, 0.3735]}",0.468
USR00115,6b9dbbb5485e73d0860c97d7021c4d01121823bf2c747c462aea3b9710636df9,2025-04-11 07:58:05,39,M,Therapeutic radiographer,low,Chennai,कर्नाटक,0.43090835929411103,0.5384421059022335,0.4119303439268532,0.4273002998696406,580,0.2217,0.7813210932346242,0.07420104949587088,defaulted,medium-high,"{'movement_signature': [0.3436, 0.8864, 0.6036, 0.7895, 0.638, 0.6115, 0.1699, 0.9701, 0.855, 0.0865], 'transaction_signature': [0.857, 0.4892, 0.9957, 0.5916, 0.837, 0.2792, 0.73, 0.7362, 0.2467, 0.3273], 'temporal_signature': [0.5795, 0.8918, 0.5918, 0.149, 0.5737, 0.0051, 0.9802], 'social_signature': [0.0401, 0.4707, 0.7686, 0.0336, 0.5311]}",0.459
USR00116,5d13883018833a71ed7548d3729302daf33a9875cf16709ff26e71192f1ee7c1,2024-06-06 11:05:20,18,O,Paramedic,high,Delhi,अंडमान और निकोबार,0.3749274571802176,0.48132361613204167,0.4436012970398545,0.4716811363336301,557,0.2491,0.29124991683745494,0.14985323229955233,defaulted,medium-high,"{'movement_signature': [0.669, 0.1618, 0.4593, 0.5704, 0.5837, 0.9764, 0.4638, 0.1386, 0.7031, 0.1849], 'transaction_signature': [0.8716, 0.6268, 0.7039, 0.0014, 0.6273, 0.3849, 0.6908, 0.5309, 0.2966, 0.7529], 'temporal_signature': [0.6981, 0.6125, 0.5752, 0.2071, 0.6847, 0.6205, 0.3357], 'social_signature': [0.9322, 0.5147, 0.91, 0.364, 0.0516]}",0.44
USR00117,29009b3539ed30bada603976a5edd1e6d32e67c89f294baffeadc58e02af61f9,2025-04-30 10:09:54,29,O,Product designer,high,Pune,केरल,0.45967134319193587,0.5409747318431823,0.5121516417106049,0.5547151017259249,559,0.2738,0.21072464574129351,0.05689015472984744,active,medium-high,"{'movement_signature': [0.649, 0.7374, 0.7523, 0.8711, 0.7028, 0.7532, 0.7609, 0.3205, 0.8979, 0.5036], 'transaction_signature': [0.4229, 0.0545, 0.3728, 0.4524, 0.5015, 0.8296, 0.4702, 0.5319, 0.8254, 0.8995], 'temporal_signature': [0.452, 0.3681, 0.6733, 0.6932, 0.9781, 0.8831, 0.1884], 'social_signature': [0.884, 0.0873, 0.3907, 0.1788, 0.9583]}",0.514
USR00118,2134bdd340f90c2a73551c772dd8d7c1b1371d4061c0e1fae5043daf412ec990,2024-12-27 19:23:04,49,M,Sales promotion account executive,low,Delhi,पांडिचेरी,0.35912463325549815,0.304137527871288,0.3254552394489799,0.25863388838847967,762,0.0293,0.8756596844339571,0.08580089412958178,active,low,"{'movement_signature': [0.3467, 0.4439, 0.6447, 0.2915, 0.0629, 0.8718, 0.2323, 0.9474, 0.6447, 0.4117], 'transaction_signature': [0.3428, 0.6461, 0.3263, 0.5934, 0.6969, 0.8419, 0.4453, 0.3041, 0.132, 0.7893], 'temporal_signature': [0.1717, 0.26, 0.4842, 0.9707, 0.7697, 0.0473, 0.3531], 'social_signature': [0.4559, 0.1664, 0.9241, 0.7118, 0.2852]}",0.316
USR00119,80bacabb478f97c07840de36f8eb701ba6a4f1b1d2c35893cf8a5469c30e29ac,2023-12-26 01:39:40,38,O,Quality manager,low,Bangalore,उडीसा,0.3623454369465404,0.48817772755087496,0.4739344286687621,0.44103107238186484,620,0.0809,0.6657075049560611,0.10317745942154619,active,medium,"{'movement_signature': [0.1479, 0.4484, 0.9755, 0.5336, 0.1215, 0.0249, 0.9311, 0.7685, 0.9478, 0.9278], 'transaction_signature': [0.1561, 0.9702, 0.5461, 0.5074, 0.6472, 0.2956, 0.896, 0.9696, 0.7542, 0.9941], 'temporal_signature': [0.6669, 0.7996, 0.7285, 0.9223, 0.3387, 0.1123, 0.479], 'social_signature': [0.0401, 0.678, 0.1169, 0.0248, 0.6175]}",0.438
USR00120,f78805dcc4263920d7e58fe717875f72c3474b4ae297bf6dae7284de30867ab2,2024-02-09 23:55:38,59,M,Soil scientist,high,Ahmedabad,Manipur,0.16651009084616122,0.30528676840982416,0.35625667115399995,0.3534190241663563,811,0.0165,0.2565725387486735,0.02170253705514759,active,low,"{'movement_signature': [0.6771, 0.9576, 0.9758, 0.3944, 0.4905, 0.6032, 0.5116, 0.056, 0.6668, 0.3976], 'transaction_signature': [0.716, 0.4276, 0.3861, 0.0122, 0.3449, 0.3081, 0.4456, 0.561, 0.2157, 0.8878], 'temporal_signature': [0.7415, 0.4156, 0.4425, 0.1638, 0.728, 0.8977, 0.7286], 'social_signature': [0.4142, 0.8355, 0.5979, 0.1436, 0.3032]}",0.283
USR00121,c6286026b749c9701cd7bf6de0cf103d86f8430629cdc93d99959b0d1b3af002,2024-12-27 18:58:57,42,M,Early years teacher,low,Pune,छत्तीसगढ,0.5272036673637793,0.48189212775052487,0.5828820992608799,0.4829028027875617,608,0.1713,0.5446510759718416,0.10943458094826551,active,medium,"{'movement_signature': [0.1369, 0.186, 0.3818, 0.5539, 0.0422, 0.8262, 0.8346, 0.3039, 0.5593, 0.4635], 'transaction_signature': [0.0268, 0.0024, 0.2627, 0.956, 0.8342, 0.4725, 0.6538, 0.8927, 0.4172, 0.4919], 'temporal_signature': [0.6878, 0.2448, 0.1194, 0.2772, 0.9943, 0.0667, 0.7456], 'social_signature': [0.5811, 0.5656, 0.8683, 0.628, 0.476]}",0.516
USR00122,2adaed4368baff01934febd3eb766d34e6f5d53627005a70c47cec164e5bee15,2024-09-08 03:00:01,34,M,"Engineer, structural",high,Delhi,पांडिचेरी,0.7225791059826576,0.6117020787986176,0.6639362222865879,0.7756634528834865,395,0.5563,0.2083979151093093,0.032863239254089925,defaulted,high,"{'movement_signature': [0.4195, 0.9121, 0.356, 0.2899, 0.5296, 0.9363, 0.5139, 0.7664, 0.1832, 0.0945], 'transaction_signature': [0.7526, 0.5437, 0.8724, 0.8268, 0.685, 0.3011, 0.6854, 0.6883, 0.0958, 0.58], 'temporal_signature': [0.8233, 0.0129, 0.5182, 0.373, 0.4849, 0.3403, 0.9108], 'social_signature': [0.1024, 0.1546, 0.2211, 0.1884, 0.8971]}",0.688
USR00123,cc7d42edd62aa09c281e9103393dcb7af0686401a69f6142dfcd0f67c8d0a770,2023-09-28 19:30:26,26,M,Product/process development scientist,medium,Delhi,Andhra Pradesh,0.37292009767122336,0.46964198248322825,0.5382101407089361,0.4278027963892202,653,0.1099,0.45355032616690616,0.14826144280784434,active,medium,"{'movement_signature': [0.9701, 0.1722, 0.3047, 0.7445, 0.1186, 0.1287, 0.6942, 0.688, 0.3074, 0.2098], 'transaction_signature': [0.9811, 0.4248, 0.763, 0.1117, 0.0188, 0.4843, 0.4312, 0.1964, 0.0328, 0.6598], 'temporal_signature': [0.5932, 0.4691, 0.9085, 0.0433, 0.3016, 0.0103, 0.0965], 'social_signature': [0.1238, 0.6018, 0.5876, 0.2, 0.6706]}",0.446
USR00124,51e3791b3d4a31b81dc84ed458d8493ba00a51eef39a2df79fd4744f5a43870c,2024-06-21 13:59:34,55,F,"Teacher, secondary school",medium,Delhi,Andhra Pradesh,0.43255349385151787,0.23211146720519374,0.3001268830609353,0.34571081789278446,757,0.0692,0.2934580177361322,0.089832950007671,active,low,"{'movement_signature': [0.5781, 0.014, 0.217, 0.1915, 0.2819, 0.9017, 0.5371, 0.9736, 0.0987, 0.214], 'transaction_signature': [0.5042, 0.7078, 0.3665, 0.5894, 0.4397, 0.9577, 0.1808, 0.3548, 0.3796, 0.2143], 'temporal_signature': [0.2276, 0.1128, 0.9846, 0.1236, 0.1103, 0.1359, 0.7623], 'social_signature': [0.7047, 0.5571, 0.0406, 0.3281, 0.1157]}",0.329
USR00125,8e882cde5ff05a1784920ad2e04ddf1e94bd8a6e00c2c9ece38bf47891e4d3ff,2024-11-07 18:44:03,46,M,Leisure centre manager,high,Ahmedabad,हरियाणा,0.5561139672462174,0.48145644410042365,0.5969924656381691,0.4855923327636495,676,0.1457,0.7854189996100017,0.13526565058341739,active,medium,"{'movement_signature': [0.9391, 0.3674, 0.0128, 0.6742, 0.6721, 0.3964, 0.5227, 0.6765, 0.1192, 0.3948], 'transaction_signature': [0.695, 0.9776, 0.7414, 0.8924, 0.1687, 0.3637, 0.1991, 0.2003, 0.844, 0.4043], 'temporal_signature': [0.2329, 0.4247, 0.4991, 0.7648, 0.766, 0.5936, 0.7563], 'social_signature': [0.801, 0.9432, 0.3561, 0.6667, 0.9501]}",0.528
USR00126,7b8067fe774a7bf9aba9f8d7e935e994b320e08fcd3703d2bd7848a7516fccca,2024-10-26 14:18:15,34,F,Logistics and distribution manager,medium,Hyderabad,दिल्ली,0.38241100040567677,0.4461643585985467,0.5884806009152657,0.4059447036677649,618,0.1498,0.6902386847308422,0.12624374560678014,active,medium,"{'movement_signature': [0.0267, 0.1791, 0.6046, 0.327, 0.3028, 0.6232, 0.7602, 0.6611, 0.5199, 0.4922], 'transaction_signature': [0.466, 0.2936, 0.4979, 0.5048, 0.5424, 0.8095, 0.5405, 0.0177, 0.764, 0.9907], 'temporal_signature': [0.8801, 0.1191, 0.4501, 0.8529, 0.4426, 0.036, 0.1769], 'social_signature': [0.6594, 0.7794, 0.8847, 0.1641, 0.4307]}",0.447
USR00127,8c2eea412bb832e58bc66c363bd1e471870f297cf9205c7e9826e0cc2b3f4e93,2024-12-09 21:40:52,49,O,Museum education officer,high,Kolkata,मिजोरम,0.7206565670855892,0.7370748334219938,0.7144420466867363,0.6951822110448113,424,0.682,0.7834811756390986,0.08093590682598349,defaulted,high,"{'movement_signature': [0.4947, 0.9709, 0.6169, 0.3528, 0.9778, 0.3205, 0.0281, 0.0451, 0.8369, 0.3489], 'transaction_signature': [0.7421, 0.0269, 0.8913, 0.3413, 0.0974, 0.3451, 0.3574, 0.3513, 0.6612, 0.2476], 'temporal_signature': [0.6481, 0.5925, 0.9104, 0.0655, 0.3049, 0.3376, 0.0197], 'social_signature': [0.3261, 0.4609, 0.8634, 0.568, 0.9014]}",0.719
USR00128,4f9057d725faeb2a62cfe68ef5b26b8e7c66e460aa246ce6956e22fd7637e85d,2025-02-18 23:34:36,42,O,"Nurse, learning disability",medium,Mumbai,पांडिचेरी,0.4457294344526105,0.2644842737503925,0.21954513461638472,0.29767172351487975,840,0.0512,0.6526911716169792,0.03882716422554435,active,low,"{'movement_signature': [0.8115, 0.6674, 0.1666, 0.2995, 0.9694, 0.2018, 0.6354, 0.9741, 0.0753, 0.8503], 'transaction_signature': [0.2141, 0.2652, 0.2973, 0.5735, 0.8046, 0.6246, 0.9579, 0.7177, 0.5782, 0.5919], 'temporal_signature': [0.2734, 0.5664, 0.5311, 0.4271, 0.3473, 0.0767, 0.8237], 'social_signature': [0.5046, 0.2999, 0.6635, 0.3134, 0.4143]}",0.317
USR00129,abc9fc885ee05112c5c02ec5e5e46f34908944b8c1a6a92674d836ed2be0763e,2024-07-12 01:58:36,19,O,Air traffic controller,high,Ahmedabad,अंडमान और निकोबार,0.6041802552660478,0.7032448230128135,0.6373077878010918,0.6998407262756716,471,0.6817,0.6286449728138271,0.12534711989692687,active,high,"{'movement_signature': [0.2679, 0.6379, 0.8089, 0.8528, 0.9068, 0.9346, 0.7266, 0.0599, 0.2006, 0.4625], 'transaction_signature': [0.2404, 0.7464, 0.7655, 0.8441, 0.4103, 0.8602, 0.9111, 0.6339, 0.846, 0.2669], 'temporal_signature': [0.287, 0.1606, 0.6869, 0.2361, 0.2385, 0.15, 0.0277], 'social_signature': [0.797, 0.3105, 0.4854, 0.9913, 0.422]}",0.66
USR00130,6c526f929fbecdb2015d3c4deb262ff26c887e6811ff7461fb455f723ce91e8e,2023-09-26 00:24:57,34,F,Scientific laboratory technician,high,Mumbai,Madhya Pradesh,0.390929188644458,0.5101412224411744,0.5288587642498628,0.40844647431937886,525,0.1819,0.6779791980137941,0.11951272430112378,defaulted,medium-high,"{'movement_signature': [0.8965, 0.3139, 0.298, 0.0636, 0.9551, 0.8968, 0.6717, 0.8857, 0.3969, 0.8398], 'transaction_signature': [0.8428, 0.236, 0.571, 0.5002, 0.1206, 0.6642, 0.5804, 0.7751, 0.5253, 0.4965], 'temporal_signature': [0.0902, 0.5998, 0.7732, 0.3134, 0.8323, 0.7372, 0.8058], 'social_signature': [0.744, 0.9355, 0.218, 0.1068, 0.2141]}",0.458
